ID,Ed1,Ed2,Ed3,Gen1,Gen2
3297,1,0,1,0,1
3298,1,0,0,0,1
3299,1,1,1,1,0
3300,1,1,1,0,1
3301,0,0,0,0,1
3302,1,0,1,0,1
3303,1,0,1,0,1
3304,1,1,1,0,1
3305,1,0,1,0,1
3306,1,0,1,1,0
3307,1,1,1,0,1
3308,1,1,1,0,1
3309,0,0,0,1,0
3310,1,0,1,1,0
3311,1,0,1,0,1
3312,0,0,0,1,0
3313,1,1,1,0,1
3314,1,0,1,1,0
3315,1,0,1,0,1
3316,1,0,1,0,1
3317,1,0,1,0,1
3318,1,0,1,1,0
3319,1,0,1,0,1
3320,0,0,0,1,0
3321,1,0,1,1,0
3322,1,0,1,0,1
3323,1,0,1,0,1
3324,0,1,0,1,0
3325,1,0,1,0,1
3326,1,0,1,1,0
3327,1,0,1,0,1
3328,0,0,0,0,1
3329,1,0,1,0,1
3330,0,0,0,1,0
3331,1,1,1,1,0
3332,0,0,0,0,1
3333,1,1,1,0,1
3334,1,1,1,1,0
3335,0,0,0,1,0
3336,0,0,0,1,0
3337,0,0,0,0,1
3338,1,0,0,0,1
3339,1,0,0,0,1
3340,1,0,1,0,1
3341,1,1,1,1,0
3342,0,0,0,1,0
3343,1,0,1,0,1
3344,1,0,1,1,0
3345,1,0,1,1,0
3346,0,0,0,1,0
3347,0,0,0,0,1
3348,1,0,0,0,1
3349,1,1,1,0,1
3350,1,1,1,0,1
3351,1,0,1,1,0
3352,1,0,0,0,1
3353,0,0,0,1,0
3354,1,1,1,0,1
3355,1,0,1,0,1
3356,1,0,1,1,0
3357,0,0,0,0,1
3358,0,0,0,1,0
3359,1,0,1,1,0
3360,1,1,0,1,0
3361,1,1,1,0,1
3362,1,0,1,0,1
3363,1,0,1,0,1
3364,1,0,1,0,1
3365,1,0,0,1,0
3366,1,1,1,0,1
3367,1,0,0,1,0
3368,1,0,1,0,1
3369,1,1,1,1,0
3370,0,0,0,0,1
3371,1,0,1,0,1
3372,0,0,0,1,0
3373,1,1,1,0,1
3374,1,1,1,1,0
3375,1,1,0,0,1
3376,0,0,0,0,1
3377,0,0,0,0,1
3378,1,0,1,1,0
3379,1,1,1,1,0
3380,0,0,0,0,1
3381,1,0,0,1,0
3382,1,0,1,0,1
3383,1,0,1,0,1
3384,1,0,1,0,1
3385,1,0,1,1,0
3386,1,0,1,0,1
3387,0,0,1,0,1
3388,1,0,1,0,1
3389,0,1,0,0,0
3390,1,0,1,0,1
3391,1,0,1,1,0
3392,1,0,1,1,0
3393,0,0,0,0,1
3394,1,0,1,1,0
3395,1,0,1,0,1
3396,0,0,0,0,1
3397,1,1,1,0,1
3398,1,1,1,0,1
3399,1,0,1,1,0
3400,1,0,1,0,1
3401,1,0,1,0,1
3402,0,0,0,1,0
3403,1,1,1,0,1
3404,1,0,1,0,1
3405,0,0,0,0,1
3406,0,0,0,1,0
3407,0,0,0,0,1
3408,1,0,0,0,1
3409,0,0,0,1,0
3410,1,0,1,0,1
3411,1,1,1,0,1
3412,0,0,0,1,0
3413,1,0,1,0,1
3414,1,0,1,1,0
3415,1,0,1,1,0
3416,0,0,0,0,1
3417,0,0,0,1,0
3418,1,0,0,1,0
3419,1,0,1,0,1
3420,1,0,1,0,1
3421,0,0,0,1,0
3422,1,1,1,1,0
3423,0,0,0,1,0
3424,0,1,0,0,1
3425,1,0,1,1,0
3426,1,0,1,0,1
3427,1,0,1,0,1
3428,0,0,0,0,1
3429,0,0,0,1,0
3430,1,0,1,0,1
3431,1,0,1,1,0
3432,1,1,1,0,1
3433,1,0,0,1,0
3434,1,0,0,0,1
3435,0,0,1,0,1
3436,1,0,1,0,1
3437,1,1,1,0,1
3438,0,0,0,1,0
3439,0,0,0,0,1
3440,0,0,0,0,1
3441,1,1,1,0,1
3442,1,1,1,0,1
3443,1,1,1,0,1
3444,0,0,0,1,0
3445,1,1,0,0,1
3446,1,1,1,1,0
3447,1,0,1,0,1
3448,1,1,1,0,1
3449,1,1,1,0,1
3450,0,0,0,1,0
3451,1,1,1,1,0
3452,1,1,1,0,1
3453,0,0,0,0,1
3454,1,1,1,0,1
3455,1,0,1,1,0
3456,0,0,0,0,0
3457,0,1,1,0,1
3458,1,0,1,1,0
3459,1,0,1,1,0
3460,1,0,1,1,0
3461,0,0,0,0,1
3462,0,0,0,1,0
3463,1,0,1,0,1
3464,0,0,0,1,0
3465,0,0,0,1,0
3466,1,0,1,1,0
3467,1,1,0,1,0
3468,1,1,1,1,0
3469,1,0,1,0,1
3470,0,0,0,1,0
3471,1,1,1,1,0
3472,0,0,0,1,0
3473,1,0,1,1,0
3474,1,1,1,1,0
3475,0,0,0,0,1
3476,0,1,0,0,1
3477,0,0,0,1,0
3478,1,0,1,0,1
3479,1,0,1,1,0
3480,1,1,1,0,1
3481,1,0,1,1,0
3482,0,0,0,0,1
3483,1,0,1,1,0
3484,1,1,1,0,1
3485,1,1,0,0,1
3486,1,1,0,0,1
3487,1,1,1,0,1
3488,1,1,1,0,1
3489,1,0,1,0,1
3490,0,0,0,1,0
3491,0,0,0,0,1
3492,1,1,1,0,1
3493,1,1,1,1,0
3494,1,1,1,0,1
3495,0,0,0,0,1
3496,1,1,0,0,1
3497,0,0,0,0,1
3498,0,0,0,1,0
3499,0,0,0,0,1
3500,1,0,1,1,0
3501,1,1,1,0,1
3502,0,0,1,1,0
3503,0,0,0,0,1
3504,1,1,1,0,1
3505,0,0,0,0,1
3506,1,1,1,1,0
3507,1,1,1,0,1
3508,0,0,0,0,1
3509,1,0,1,0,1
3510,1,1,1,0,1
3511,0,0,0,0,1
3512,1,1,1,0,1
3513,0,0,0,0,1
3514,0,0,0,0,0
3515,1,0,1,0,1
3516,1,0,0,0,1
3517,0,0,0,0,1
3518,1,1,1,1,0
3519,1,1,1,0,1
3520,1,1,0,0,1
3521,1,1,1,0,1
3522,0,0,0,1,0
3523,0,0,0,1,0
3524,1,1,1,1,0
3525,0,0,0,0,1
3526,1,1,0,0,1
3527,0,1,0,0,1
3528,1,1,1,0,1
3529,0,0,0,0,1
3530,1,1,1,0,1
3531,1,1,0,1,0
3532,0,0,0,1,0
3533,1,1,1,0,1
3534,1,1,1,1,0
3535,1,1,1,1,0
3536,1,1,1,0,1
3537,1,1,1,0,1
3538,1,0,0,1,0
3539,0,0,0,0,1
3540,0,0,0,0,1
3541,1,1,1,1,0
3542,1,1,0,0,1
3543,0,0,0,0,1
3544,1,1,1,0,1
3545,0,0,0,0,0
3546,0,0,0,0,1
3547,1,1,1,0,1
3548,1,1,1,0,1
3549,0,0,0,1,0
3550,0,1,0,0,1
3551,1,1,0,0,1
3552,1,1,1,0,1
3553,0,0,0,0,1
3554,0,0,0,0,1
3555,1,1,1,0,1
3556,1,1,1,0,1
3557,0,0,0,0,1
3558,1,1,0,0,1
3559,1,1,0,0,1
3560,0,0,1,1,0
3561,1,0,1,0,1
3562,1,0,0,1,0
3563,1,1,1,0,1
3564,0,0,0,1,0
3565,0,0,0,0,1
3566,1,1,1,0,1
3567,1,0,1,0,1
3568,0,0,0,1,0
3569,1,1,1,1,0
3570,0,0,0,1,0
3571,1,1,0,0,1
3572,0,0,0,0,1
3573,1,1,1,0,1
3574,1,1,0,1,0
3575,1,1,1,1,0
3576,1,1,1,1,0
3577,0,0,0,0,1
3578,1,1,1,1,0
3579,1,1,0,0,1
3580,0,0,0,1,0
3581,0,0,0,0,1
3582,0,0,0,0,1
3583,0,0,0,0,1
3584,0,0,0,0,1
3585,0,0,0,1,0
3586,1,1,0,0,1
3587,1,1,1,1,0
3588,1,0,1,0,1
3589,0,1,0,1,0
3590,1,0,1,0,1
3591,1,0,1,1,0
3592,0,1,1,1,0
3593,1,1,1,0,1
3594,0,0,0,0,1
3595,1,0,1,0,1
3596,0,0,0,0,1
3597,0,0,0,1,0
3598,1,0,0,0,1
3599,1,1,1,1,0
3600,1,0,1,0,0
3601,1,1,1,1,0
3602,1,1,1,1,0
3603,1,1,1,0,1
3604,1,1,1,1,0
3605,1,1,1,0,1
3606,1,0,0,1,0
3607,1,1,1,0,1
3608,0,1,1,0,1
3609,0,0,0,0,1
3610,1,1,1,0,1
3611,1,1,1,0,0
3612,0,0,0,1,0
3613,0,0,0,1,0
3614,0,0,0,1,0
3615,0,0,0,0,1
3616,0,0,0,1,0
3617,0,0,0,1,0
3618,0,1,0,0,1
3619,1,1,1,0,1
3620,1,1,1,0,1
3621,1,1,0,0,1
3622,0,0,0,0,1
3623,1,0,1,1,0
3624,0,0,0,1,0
3625,1,1,1,0,1
3626,0,0,0,0,1
3627,1,1,0,0,1
3628,0,0,0,1,0
3629,0,0,0,0,0
3630,0,0,0,0,0
3631,1,1,1,1,0
3632,1,0,1,0,1
3633,0,0,0,1,0
3634,1,1,1,0,1
3635,1,1,1,0,1
3636,0,0,0,1,0
3637,1,1,1,0,1
3638,0,0,1,0,1
3639,1,0,1,0,1
3640,0,0,0,0,1
3641,1,0,0,1,0
3642,1,1,1,0,1
3643,0,0,0,0,1
3644,1,0,1,0,1
3645,0,0,0,1,0
3646,1,0,1,1,0
3647,0,0,0,1,0
3648,0,0,0,0,1
3649,1,0,1,1,0
3650,1,0,0,1,0
3651,0,0,0,1,0
3652,1,1,1,0,1
3653,1,1,1,0,1
3654,1,0,1,1,0
3655,0,0,0,1,0
3656,1,1,0,0,1
3657,1,1,1,1,0
3658,1,1,1,0,1
3659,0,1,1,1,0
3660,1,1,1,1,0
3661,1,1,1,0,1
3662,0,0,0,1,0
3663,0,1,1,0,1
3664,1,1,1,0,1
3665,0,0,0,0,1
3666,1,1,0,1,0
3667,0,0,0,0,1
3668,1,1,1,1,0
3669,0,0,1,1,0
3670,0,0,0,1,0
3671,1,1,1,0,1
3672,1,1,0,0,1
3673,0,0,0,0,1
3674,0,1,0,0,0
3675,0,0,0,0,0
3676,1,1,1,0,1
3677,1,1,1,0,1
3678,1,0,1,0,1
3679,1,1,1,0,1
3680,1,1,0,0,0
3681,1,1,1,0,1
3682,0,0,0,1,0
3683,1,1,1,0,1
3684,0,0,0,0,1
3685,1,0,1,1,0
3686,0,0,0,1,0
3687,0,0,0,0,1
3688,1,1,1,0,1
3689,0,0,0,0,1
3690,0,0,0,0,1
3691,1,0,1,1,0
3692,0,0,0,1,0
3693,0,1,0,0,1
3694,0,0,0,1,0
3695,0,0,0,1,0
3696,1,1,1,1,0
3697,1,0,1,0,1
3698,0,0,0,0,1
3699,1,1,1,1,0
3700,1,0,0,1,0
3701,0,0,1,0,1
3702,1,1,0,0,1
3703,1,1,0,0,1
3704,0,0,0,0,1
3705,1,1,1,0,1
3706,0,0,0,1,0
3707,1,0,0,1,0
3708,0,0,0,0,0
3709,0,0,0,1,0
3710,0,1,0,1,0
3711,1,0,0,1,0
3712,1,1,1,0,1
3713,0,0,0,0,1
3714,0,0,0,1,0
3715,0,0,0,1,0
3716,0,0,0,1,0
3717,0,0,0,1,0
3718,1,1,0,0,1
3719,1,1,0,1,0
3720,0,0,0,0,1
3721,0,0,0,0,1
3722,1,0,1,0,1
3723,1,1,1,0,1
3724,1,1,1,1,0
3725,0,0,0,1,0
3726,0,0,0,1,0
3727,0,0,0,0,1
3728,1,1,0,1,0
3729,0,0,0,1,0
3730,1,1,1,1,0
3731,1,1,1,0,1
3732,0,0,0,0,1
3733,1,1,1,0,1
3734,0,0,0,0,0
3735,1,1,1,1,0
3736,0,0,0,0,1
3737,0,1,0,0,0
3738,0,0,0,0,1
3739,0,0,0,0,1
3740,1,1,1,0,1
3741,1,1,0,0,1
3742,1,1,1,1,0
3743,0,0,0,1,0
3744,0,0,1,0,0
3745,1,1,1,1,0
3746,1,0,0,1,0
3747,1,0,1,0,1
3748,1,0,1,0,1
3749,1,0,1,1,0
3750,0,0,0,0,1
3751,1,0,1,1,0
3752,0,0,0,0,1
3753,0,0,0,1,0
3754,0,0,0,0,1
3755,1,0,1,1,0
3756,1,1,1,0,1
3757,1,0,1,0,1
3758,1,1,1,1,0
3759,1,0,1,0,1
3760,0,0,0,0,0
3761,1,1,1,1,0
3762,0,0,0,1,0
3763,1,0,1,0,1
3764,0,0,0,0,1
3765,0,0,0,0,0
3766,1,1,1,0,1
3767,0,0,0,0,1
3768,0,0,0,0,1
3769,0,1,0,1,0
3770,0,0,0,1,0
3771,1,1,1,1,0
3772,1,1,1,0,1
3773,0,0,0,1,0
3774,0,0,0,1,0
3775,0,0,0,0,1
3776,1,0,1,0,1
3777,1,1,1,1,0
3778,1,0,1,1,0
3779,0,0,0,0,1
3780,1,1,1,0,1
3781,1,0,0,0,1
3782,1,1,1,0,1
3783,1,0,0,0,1
3784,1,1,1,1,0
3785,0,0,0,0,1
3786,1,1,1,0,1
3787,0,0,0,0,1
3788,0,1,0,0,1
3789,1,0,0,1,0
3790,0,0,0,1,0
3791,0,0,0,0,1
3792,0,0,0,1,0
3793,0,0,0,1,0
3794,1,0,1,0,1
3795,0,0,0,0,1
3796,1,1,1,0,1
3797,0,0,0,0,1
3798,1,0,1,1,0
3799,1,1,1,0,1
3800,1,1,1,0,1
3801,1,1,1,0,1
3802,1,0,1,0,1
3803,0,0,0,0,1
3804,0,0,0,0,1
3805,0,0,1,0,1
3806,1,1,1,0,1
3807,0,0,0,1,0
3808,1,1,0,0,1
3809,1,0,1,0,1
3810,1,1,1,0,1
3811,1,0,1,0,0
3812,0,0,0,0,1
3813,0,0,1,1,0
3814,0,0,0,1,0
3815,0,0,0,1,0
3816,0,0,0,1,0
3817,1,1,0,0,1
3818,1,0,1,0,1
3819,1,0,1,0,1
3820,1,1,0,0,1
3821,0,0,0,0,1
3822,0,0,0,0,1
3823,1,1,1,1,0
3824,0,0,0,1,0
3825,1,1,1,0,1
3826,1,0,1,0,1
3827,1,0,1,0,1
3828,1,1,1,0,1
3829,1,1,1,1,0
3830,0,0,0,0,0
3831,0,0,0,0,1
3832,1,1,1,0,1
3833,1,0,1,0,1
3834,0,0,0,0,0
3835,1,0,1,1,0
3836,0,0,0,1,0
3837,1,1,1,1,0
3838,1,1,1,0,1
3839,1,1,1,0,1
3840,1,1,1,1,0
3841,0,0,0,0,1
3842,1,1,1,0,1
3843,0,0,0,1,0
3844,1,0,1,1,0
3845,1,1,1,0,1
3846,1,0,0,1,0
3847,1,1,1,1,0
3848,0,0,1,0,1
3849,0,0,0,0,1
3850,0,0,0,1,0
3851,0,0,0,0,1
3852,0,0,0,0,1
3853,1,0,1,0,1
3854,1,0,1,0,1
3855,1,1,1,0,1
3856,1,0,0,0,1
3857,1,1,1,0,1
3858,1,0,1,1,0
3859,0,1,0,0,1
3860,1,1,1,0,1
3861,1,1,1,1,0
3862,1,1,1,0,1
3863,1,1,1,1,0
3864,1,0,1,0,1
3865,0,1,1,0,1
3866,1,1,0,1,0
3867,0,1,1,1,0
3868,0,0,0,1,0
3869,1,1,1,0,1
3870,0,0,0,1,0
3871,0,0,1,0,1
3872,0,0,0,0,1
3873,1,1,1,1,0
3874,1,0,1,1,0
3875,1,0,0,0,1
3876,1,0,1,1,0
3877,1,1,1,1,0
3878,0,0,0,1,0
3879,1,0,1,0,1
3880,0,0,0,0,1
3881,1,1,1,0,1
3882,0,0,0,1,0
3883,1,0,0,1,0
3884,0,0,0,1,0
3885,1,1,0,1,0
3886,1,1,0,0,1
3887,1,1,1,0,1
3888,0,1,0,0,1
3889,0,1,0,0,1
3890,1,1,1,0,1
3891,0,0,0,0,1
3892,0,0,0,0,1
3893,1,1,1,0,1
3894,0,0,0,0,1
3895,1,1,1,0,1
3896,1,1,1,1,0
3897,0,0,0,0,1
3898,1,0,1,1,0
3899,1,1,1,1,0
3900,0,0,0,1,0
3901,1,1,1,0,1
3902,1,1,1,0,1
3903,0,0,0,1,0
3904,1,1,1,0,1
3905,0,0,0,0,1
3906,0,0,0,1,0
3907,0,0,0,0,0
3908,0,0,0,0,1
3909,1,0,1,0,1
3910,0,0,0,1,0
3911,1,0,1,0,1
3912,1,0,1,0,1
3913,1,0,1,0,1
3914,1,1,1,0,1
3915,0,0,0,0,1
3916,0,0,0,0,1
3917,0,0,0,0,1
3918,0,0,0,0,1
3919,0,0,0,0,1
3920,0,0,0,1,0
3921,0,0,0,1,0
3922,1,0,1,0,1
3923,0,0,0,1,0
3924,1,1,1,0,0
3925,1,1,1,1,0
3926,1,1,0,0,1
3927,0,0,0,0,1
3928,0,1,0,0,1
3929,1,0,1,1,0
3930,1,1,0,0,1
3931,1,0,1,0,1
3932,0,0,0,1,0
3933,0,0,0,0,1
3934,1,1,1,0,0
3935,0,1,0,0,1
3936,1,0,1,0,1
3937,0,0,0,1,0
3938,1,1,0,0,1
3939,0,0,0,0,1
3940,1,0,1,0,1
3941,0,0,0,1,0
3942,1,1,1,0,1
3943,1,1,0,0,1
3944,0,0,0,0,1
3945,1,1,1,0,1
3946,1,1,1,0,1
3947,0,0,0,1,0
3948,0,0,0,0,1
3949,0,0,0,1,0
3950,0,1,0,0,1
3951,1,0,1,1,0
3952,0,0,0,1,0
3953,0,0,0,0,1
3954,1,1,1,0,1
3955,0,0,0,1,0
3956,0,0,0,0,1
3957,1,0,0,1,0
3958,0,0,0,0,1
3959,1,1,0,0,1
3960,0,0,0,0,1
3961,1,1,1,1,0
3962,0,0,0,0,1
3963,1,0,1,0,1
3964,1,0,1,1,0
3965,0,0,0,1,0
3966,1,1,1,0,1
3967,0,0,0,1,0
3968,0,0,0,0,1
3969,1,1,1,0,1
3970,0,0,0,0,1
3971,0,0,0,1,0
3972,0,0,0,1,0
3973,1,1,1,1,0
3974,0,0,0,0,1
3975,1,0,0,1,0
3976,1,1,1,1,0
3977,1,1,0,0,1
3978,0,0,0,0,1
3979,1,1,1,0,1
3980,1,1,1,0,1
3981,1,1,1,1,0
3982,1,1,1,0,1
3983,0,0,0,0,1
3984,0,0,0,0,1
3985,1,1,0,0,1
3986,1,1,1,0,1
3987,0,0,1,1,0
3988,0,0,0,0,1
3989,1,1,1,0,1
3990,1,0,1,1,0
3991,0,1,0,0,1
3992,1,1,1,1,0
3993,1,0,1,0,1
3994,0,0,0,1,0
3995,0,0,0,0,1
3996,0,0,0,0,1
3997,0,0,0,0,1
3998,0,0,0,0,1
3999,1,1,1,0,1
4000,1,1,1,0,1
4001,1,0,1,0,0
4002,1,1,1,0,1
4003,0,1,0,0,1
4004,1,1,1,0,1
4005,1,1,0,0,1
4006,1,0,1,0,1
4007,0,0,0,0,1
4008,0,0,0,0,1
4009,0,0,0,0,1
4010,1,1,1,0,1
4011,0,0,0,0,1
4012,0,0,0,1,0
4013,0,0,1,1,0
4014,1,1,0,0,1
4015,1,0,1,0,1
4016,0,0,1,0,1
4017,0,0,0,0,1
4018,1,0,1,1,0
4019,1,1,1,0,1
4020,1,1,1,0,0
4021,1,1,1,0,1
4022,0,0,1,1,0
4023,1,1,0,0,1
4024,1,1,1,1,0
4025,0,0,0,1,0
4026,0,0,0,0,1
4027,0,0,0,0,1
4028,1,1,1,0,1
4029,0,0,0,1,0
4030,1,1,1,0,1
4031,0,1,0,0,1
4032,0,0,0,0,1
4033,0,0,0,1,0
4034,1,1,1,0,1
4035,1,0,1,1,0
4036,1,1,1,1,0
4037,1,1,1,0,1
4038,1,1,1,0,1
